GeneID	Ensembl_protein_identifier
171192	ENSMUSP00000154081.2
171193	ENSMUSP00000078611.5
171194	ENSMUSP00000094369.4
171194	ENSMUSP00000153919.2
171194	ENSMUSP00000135323.2
171195	ENSMUSP00000087336.4
171195	ENSMUSP00000153952.2
171195	ENSMUSP00000153898.2
171196	ENSMUSP00000154301.2
171197	ENSMUSP00000135676.2
171198	ENSMUSP00000154482.2
171199	ENSMUSP00000129827.2
171200	ENSMUSP00000087264.3
171201	ENSMUSP00000154295.2
171202	ENSMUSP00000154001.2
171203	ENSMUSP00000125762.2
171205	ENSMUSP00000093561.2
171206	ENSMUSP00000093547.2
171207	ENSMUSP00000110046.2
171207	ENSMUSP00000110049.3
171207	ENSMUSP00000067477.7
171207	ENSMUSP00000110048.3
171209	ENSMUSP00000039914.7
171209	ENSMUSP00000143083.2
171210	ENSMUSP00000021649.8
171211	ENSMUSP00000136158.2
171212	ENSMUSP00000065096.8
171224	ENSMUSP00000076045.3
171225	ENSMUSP00000058266.4
171226	ENSMUSP00000072243.5
171227	ENSMUSP00000076261.3
171228	ENSMUSP00000056068.2
171229	ENSMUSP00000156485.2
171230	ENSMUSP00000056228.2
171231	ENSMUSP00000061330.2
171232	ENSMUSP00000078579.3
171233	ENSMUSP00000061689.4
171234	ENSMUSP00000076531.4
171235	ENSMUSP00000064103.5
171236	ENSMUSP00000158355.2
171237	ENSMUSP00000055353.2
171238	ENSMUSP00000074564.3
171239	ENSMUSP00000055518.2
171240	ENSMUSP00000055148.2
171241	ENSMUSP00000051510.2
171242	ENSMUSP00000077186.3
171243	ENSMUSP00000083406.3
171244	ENSMUSP00000083409.2
171245	-
171246	ENSMUSP00000073934.4
171247	ENSMUSP00000089326.4
171248	ENSMUSP00000073868.3
171249	ENSMUSP00000076163.2
171250	ENSMUSP00000139772.2
171251	ENSMUSP00000139977.2
171252	ENSMUSP00000128942.2
171253	ENSMUSP00000072739.3
171254	ENSMUSP00000089327.2
171255	ENSMUSP00000089324.2
171256	ENSMUSP00000074519.2
171257	ENSMUSP00000089330.3
171258	ENSMUSP00000077711.2
171259	ENSMUSP00000058480.2
171260	ENSMUSP00000096413.2
171261	ENSMUSP00000092422.2
171262	ENSMUSP00000054445.4
171263	ENSMUSP00000060746.5
171264	ENSMUSP00000055861.5
171265	ENSMUSP00000128295.2
171266	-
171267	ENSMUSP00000083405.2
171268	ENSMUSP00000140782.2
171269	ENSMUSP00000071925.2
171270	ENSMUSP00000089322.2
171271	ENSMUSP00000072222.2
171272	ENSMUSP00000075537.2
171273	ENSMUSP00000089314.3
171274	ENSMUSP00000076365.3
171275	ENSMUSP00000093655.3
171277	ENSMUSP00000073405.3
171278	ENSMUSP00000089328.2
171279	ENSMUSP00000079139.3
171281	ENSMUSP00000112678.2
171281	ENSMUSP00000021653.7
171282	ENSMUSP00000021652.4
171283	ENSMUSP00000104846.2
171283	ENSMUSP00000080503.5
171283	ENSMUSP00000043827.5
171284	ENSMUSP00000104848.3
171284	ENSMUSP00000131540.2
171284	ENSMUSP00000060891.7
171285	ENSMUSP00000020668.9
171286	ENSMUSP00000113633.2
171286	ENSMUSP00000112439.2
171286	ENSMUSP00000062337.9
171286	ENSMUSP00000113164.2
171286	ENSMUSP00000113901.2
171382	ENSMUSP00000131209.3
171382	ENSMUSP00000036991.8
171388	ENSMUSP00000096468.5
171388	ENSMUSP00000102813.3
171395	ENSMUSP00000120803.3
171405	ENSMUSP00000138475.2
171405	ENSMUSP00000093991.2
171429	ENSMUSP00000140849.3
171429	ENSMUSP00000159445.2
171463	ENSMUSP00000036076.4
171463	ENSMUSP00000153543.2
171469	ENSMUSP00000027682.9
171486	ENSMUSP00000042606.6
171486	ENSMUSP00000078944.5
171504	ENSMUSP00000042028.7
171506	ENSMUSP00000123797.2
171506	ENSMUSP00000036951.8
171508	ENSMUSP00000032422.6
171508	-
171530	ENSMUSP00000060405.4
171531	ENSMUSP00000027528.7
171543	ENSMUSP00000106483.3
171543	ENSMUSP00000159051.2
171543	ENSMUSP00000087686.7
171567	ENSMUSP00000141431.2
171567	ENSMUSP00000141963.2
171567	ENSMUSP00000083192.6
171580	ENSMUSP00000097519.5
171580	ENSMUSP00000019967.10
191578	ENSMUSP00000041599.8
191578	ENSMUSP00000116470.2
192113	ENSMUSP00000007340.3
192119	ENSMUSP00000043676.8
192120	ENSMUSP00000103073.4
192120	ENSMUSP00000030088.6
192136	ENSMUSP00000070759.5
192140	ENSMUSP00000077139.2
192156	ENSMUSP00000006692.5
192156	-
192157	ENSMUSP00000158611.2
192159	ENSMUSP00000018449.5
192160	ENSMUSP00000130926.2
192161	ENSMUSP00000111323.4
192163	ENSMUSP00000141989.2
192164	ENSMUSP00000047609.2
192166	ENSMUSP00000099950.4
192167	ENSMUSP00000142086.2
192167	ENSMUSP00000142200.2
192167	ENSMUSP00000074565.5
192169	ENSMUSP00000034051.7
192170	ENSMUSP00000026667.9
192173	ENSMUSP00000034913.5
192174	ENSMUSP00000033973.8
192176	ENSMUSP00000033699.7
192176	ENSMUSP00000098997.3
192176	ENSMUSP00000109938.2
192185	ENSMUSP00000101238.4
192185	ENSMUSP00000101237.2
192185	ENSMUSP00000030939.8
192187	ENSMUSP00000046199.8
192188	ENSMUSP00000048309.9
192190	ENSMUSP00000147447.2
192191	ENSMUSP00000080641.7
192192	ENSMUSP00000003857.7
192192	-
192192	-
192193	ENSMUSP00000086565.4
192194	ENSMUSP00000063279.7
192194	ENSMUSP00000020792.6
192195	ENSMUSP00000088451.5
192195	ENSMUSP00000140251.2
192196	ENSMUSP00000124010.2
192196	ENSMUSP00000125111.2
192196	ENSMUSP00000125394.2
192196	ENSMUSP00000055254.5
192197	ENSMUSP00000090496.4
192197	ENSMUSP00000074416.5
192197	ENSMUSP00000103697.2
192198	ENSMUSP00000062158.6
192199	ENSMUSP00000030687.8
192200	ENSMUSP00000050836.8
192201	ENSMUSP00000018355.5
192201	ENSMUSP00000105001.3
192201	ENSMUSP00000132507.3
192212	ENSMUSP00000028855.8
192212	ENSMUSP00000099503.3
192216	ENSMUSP00000026760.3
192231	ENSMUSP00000057339.6
192232	ENSMUSP00000107978.3
192232	ENSMUSP00000047920.4
192232	-
192236	ENSMUSP00000125662.2
192236	ENSMUSP00000124209.2
192236	ENSMUSP00000125226.2
192236	ENSMUSP00000071069.7
192285	ENSMUSP00000088074.6
192285	ENSMUSP00000106922.3
192285	ENSMUSP00000106925.2
192285	ENSMUSP00000106923.2
192285	ENSMUSP00000106924.3
192285	ENSMUSP00000123955.2
192287	ENSMUSP00000082302.5
192292	ENSMUSP00000143872.2
192292	ENSMUSP00000031034.6
192650	ENSMUSP00000009219.3
192651	ENSMUSP00000104345.2
192651	-
192651	ENSMUSP00000055517.7
192651	ENSMUSP00000147022.2
192652	ENSMUSP00000134266.2
192653	ENSMUSP00000042183.7
192654	ENSMUSP00000148565.2
192654	ENSMUSP00000034377.7
192656	ENSMUSP00000038833.6
192656	-
192657	ENSMUSP00000001583.7
192658	ENSMUSP00000136497.2
192658	ENSMUSP00000039519.8
192662	ENSMUSP00000063714.6
192662	ENSMUSP00000101803.4
192663	ENSMUSP00000124647.2
192678	ENSMUSP00000026902.8
192734	ENSMUSP00000053085.10
192775	ENSMUSP00000001965.8
192775	ENSMUSP00000137675.2
192786	ENSMUSP00000147135.2
192786	ENSMUSP00000151509.2
192786	-
192786	ENSMUSP00000099804.4
192786	ENSMUSP00000098766.4
192786	ENSMUSP00000159106.2
192852	ENSMUSP00000147537.2
192895	-
192897	ENSMUSP00000127604.2
192897	ENSMUSP00000070811.7
192897	ENSMUSP00000102069.2
192897	ENSMUSP00000102068.3
192950	ENSMUSP00000049490.4
192970	ENSMUSP00000043467.8
192976	ENSMUSP00000062489.9
192986	ENSMUSP00000078623.6
193003	ENSMUSP00000128117.2
193034	ENSMUSP00000099585.3
193043	ENSMUSP00000054020.6
193053	ENSMUSP00000072758.2
193079	-
193116	ENSMUSP00000116609.2
193116	ENSMUSP00000020681.4
193280	-
193286	ENSMUSP00000061848.3
193286	ENSMUSP00000071085.4
193322	ENSMUSP00000093165.5
193385	ENSMUSP00000043663.7
193385	ENSMUSP00000106012.2
193385	ENSMUSP00000159186.2
193385	ENSMUSP00000106013.3
193385	ENSMUSP00000089286.4
193438	-
193452	ENSMUSP00000135173.2
193452	ENSMUSP00000100043.2
193453	-
193533	-
193574	-
193587	-
193670	ENSMUSP00000076333.6
193670	ENSMUSP00000067053.3
193736	ENSMUSP00000057515.9
193740	ENSMUSP00000084586.3
193742	ENSMUSP00000007251.8
193742	-
193796	ENSMUSP00000025036.5
193796	ENSMUSP00000084045.6
193813	ENSMUSP00000024963.4
193813	ENSMUSP00000121820.2
193813	ENSMUSP00000123352.2
193838	ENSMUSP00000113936.2
194126	ENSMUSP00000062341.10
194197	-
194219	ENSMUSP00000050896.4
194224	-
194225	ENSMUSP00000092099.2
194225	ENSMUSP00000101394.2
194227	ENSMUSP00000082232.5
194227	ENSMUSP00000101396.2
194231	ENSMUSP00000030645.9
194237	ENSMUSP00000058996.8
194268	ENSMUSP00000154851.2
194309	ENSMUSP00000063762.5
194309	ENSMUSP00000075559.3
194352	ENSMUSP00000031901.6
194357	ENSMUSP00000031937.4
194360	-
194388	ENSMUSP00000139630.2
194388	ENSMUSP00000087049.5
194401	ENSMUSP00000076402.6
194401	-
194401	ENSMUSP00000146544.2
194401	ENSMUSP00000158944.2
194433	ENSMUSP00000086062.3
194588	ENSMUSP00000138932.2
194590	ENSMUSP00000107953.2
194590	-
194590	ENSMUSP00000098661.2
194597	ENSMUSP00000098634.3
194604	ENSMUSP00000126933.2
194615	-
194642	-
194655	ENSMUSP00000020982.6
194738	ENSMUSP00000052929.10
194744	ENSMUSP00000035392.7
194854	ENSMUSP00000099160.2
194856	ENSMUSP00000086475.5
194905	-
194908	ENSMUSP00000115503.2
194908	-
194952	ENSMUSP00000043473.7
194952	ENSMUSP00000104407.4
194952	-
194960	-
194974	ENSMUSP00000045199.6
194974	ENSMUSP00000099973.2
194985	-
195018	ENSMUSP00000068790.6
195018	ENSMUSP00000147028.2
195040	ENSMUSP00000058599.8
195046	ENSMUSP00000104158.3
195180	-
195208	ENSMUSP00000047641.9
195208	ENSMUSP00000063650.7
195209	ENSMUSP00000158621.2
195236	ENSMUSP00000017126.5
195236	ENSMUSP00000113688.2
195296	-
195297	-
195333	ENSMUSP00000012279.5
195349	-
195359	ENSMUSP00000084400.5
195359	ENSMUSP00000133581.2
195434	ENSMUSP00000052149.6
195434	ENSMUSP00000121391.2
195514	-
195522	ENSMUSP00000136119.2
195522	ENSMUSP00000101962.4
195522	ENSMUSP00000053013.5
195531	ENSMUSP00000068021.8
195531	ENSMUSP00000101346.3
195555	ENSMUSP00000101393.2
195564	ENSMUSP00000131300.2
195564	ENSMUSP00000042662.6
195646	ENSMUSP00000081678.4
195726	-
195727	ENSMUSP00000080280.7
195727	ENSMUSP00000084319.4
195733	ENSMUSP00000082689.6
195733	ENSMUSP00000020985.9
207151	ENSMUSP00000025666.8
207157	-
207165	ENSMUSP00000052303.9
207165	ENSMUSP00000102374.2
207175	ENSMUSP00000100020.5
207181	ENSMUSP00000131371.3
207181	ENSMUSP00000107402.4
207181	ENSMUSP00000107403.4
207181	ENSMUSP00000133621.2
207181	ENSMUSP00000039706.8
207181	ENSMUSP00000066735.8
207182	ENSMUSP00000029131.5
207209	ENSMUSP00000138090.2
207212	ENSMUSP00000102647.2
207213	ENSMUSP00000138008.2
207214	ENSMUSP00000097780.3
207214	ENSMUSP00000086964.6
207214	ENSMUSP00000155661.2
207214	ENSMUSP00000155601.2
207215	ENSMUSP00000110454.2
207215	ENSMUSP00000075266.7
207227	ENSMUSP00000110428.2
207227	ENSMUSP00000110430.2
207227	ENSMUSP00000110429.2
207227	ENSMUSP00000110435.2
207259	ENSMUSP00000126808.2
207259	ENSMUSP00000057856.8
207278	ENSMUSP00000095850.4
207278	ENSMUSP00000032931.8
207304	ENSMUSP00000046766.9
207318	-
207352	ENSMUSP00000035610.9
207375	ENSMUSP00000073082.6
207393	ENSMUSP00000085960.5
207393	ENSMUSP00000155111.2
207425	ENSMUSP00000081567.6
207474	ENSMUSP00000037539.9
207474	ENSMUSP00000108191.2
207495	ENSMUSP00000127816.2
207521	ENSMUSP00000040229.8
207565	ENSMUSP00000107297.5
207565	ENSMUSP00000143732.2
207565	ENSMUSP00000142896.2
207592	ENSMUSP00000147182.2
207592	ENSMUSP00000048516.4
207596	ENSMUSP00000096257.4
207596	ENSMUSP00000034829.6
207596	ENSMUSP00000131418.2
207607	ENSMUSP00000158069.2
207607	-
207615	ENSMUSP00000062174.7
207615	ENSMUSP00000135742.2
207615	ENSMUSP00000021572.5
207618	ENSMUSP00000143568.2
207667	ENSMUSP00000113924.2
207667	ENSMUSP00000112312.3
207667	ENSMUSP00000055037.8
207683	ENSMUSP00000023478.8
207683	ENSMUSP00000110354.2
207686	ENSMUSP00000053206.7
207704	ENSMUSP00000113648.3
207704	ENSMUSP00000111101.3
207728	ENSMUSP00000081956.9
207728	ENSMUSP00000147847.2
207728	ENSMUSP00000131553.3
207728	ENSMUSP00000147553.2
207728	-
207740	ENSMUSP00000037809.7
207742	ENSMUSP00000044241.5
207742	ENSMUSP00000130685.2
207777	ENSMUSP00000048063.6
207781	ENSMUSP00000127368.2
207785	ENSMUSP00000052144.6
207792	ENSMUSP00000139623.2
207792	ENSMUSP00000037456.5
207798	ENSMUSP00000110325.2
207798	ENSMUSP00000150056.2
207798	ENSMUSP00000036739.4
207806	ENSMUSP00000128627.2
207806	ENSMUSP00000112620.2
207818	ENSMUSP00000126870.2
207818	ENSMUSP00000155534.2
207818	ENSMUSP00000155782.2
207818	ENSMUSP00000066137.6
207819	ENSMUSP00000050646.5
207839	ENSMUSP00000056705.6
207839	ENSMUSP00000124793.2
207839	ENSMUSP00000123848.2
207854	ENSMUSP00000064543.6
207854	ENSMUSP00000110294.2
207854	ENSMUSP00000071748.7
207911	ENSMUSP00000126191.2
207920	ENSMUSP00000103949.2
207920	ENSMUSP00000103947.3
207920	ENSMUSP00000103946.2
207920	ENSMUSP00000037921.8
207921	ENSMUSP00000151649.2
207921	ENSMUSP00000050881.6
207921	ENSMUSP00000151270.2
207932	ENSMUSP00000114717.2
207952	ENSMUSP00000133175.3
207952	ENSMUSP00000089707.6
207952	ENSMUSP00000146102.2
207958	ENSMUSP00000072382.7
207958	ENSMUSP00000106365.3
207965	ENSMUSP00000055002.10
207965	-
208043	ENSMUSP00000133933.2
208076	ENSMUSP00000035806.6
208076	ENSMUSP00000135581.2
208079	-
208079	-
208080	ENSMUSP00000128815.2
208080	ENSMUSP00000159297.2
208084	ENSMUSP00000122060.3
208084	ENSMUSP00000117494.3
208084	ENSMUSP00000049046.7
208084	-
208092	ENSMUSP00000026434.7
208098	ENSMUSP00000011262.3
208104	ENSMUSP00000064943.6
208104	ENSMUSP00000107223.2
208111	ENSMUSP00000096105.3
208117	ENSMUSP00000034934.9
208144	ENSMUSP00000131734.2
208146	ENSMUSP00000087506.5
208146	ENSMUSP00000111222.3
208146	ENSMUSP00000155892.2
208146	-
208151	ENSMUSP00000031446.6
208154	ENSMUSP00000067877.5
208154	ENSMUSP00000099866.4
208158	ENSMUSP00000043332.8
208164	ENSMUSP00000051206.8
208166	ENSMUSP00000110233.3
208169	ENSMUSP00000124969.2
208171	ENSMUSP00000110209.3
208171	-
208171	-
208177	ENSMUSP00000075672.6
208177	ENSMUSP00000046496.7
208177	ENSMUSP00000123284.2
208177	ENSMUSP00000119718.2
208188	ENSMUSP00000061153.2
208194	ENSMUSP00000035094.7
208198	ENSMUSP00000120751.2
208211	ENSMUSP00000097770.3
208213	ENSMUSP00000113090.2
208228	ENSMUSP00000003438.9
208256	-
208258	ENSMUSP00000155584.2
208258	ENSMUSP00000067028.7
208263	ENSMUSP00000095134.4
208263	ENSMUSP00000126751.2
208263	ENSMUSP00000027738.8
208266	ENSMUSP00000100973.3
208285	ENSMUSP00000129514.2
208292	ENSMUSP00000050501.9
208292	ENSMUSP00000127178.2
208347	-
208366	ENSMUSP00000134228.2
208366	ENSMUSP00000130290.3
208372	ENSMUSP00000084095.2
208372	-
208424	-
208426	ENSMUSP00000069544.4
208428	-
208431	ENSMUSP00000100070.4
208431	ENSMUSP00000086949.3
208439	ENSMUSP00000020958.9
208440	ENSMUSP00000133806.2
208440	ENSMUSP00000131238.3
208449	ENSMUSP00000117336.2
208449	ENSMUSP00000123395.2
208449	ENSMUSP00000097114.4
208449	ENSMUSP00000119869.2
208449	-
208501	ENSMUSP00000101830.3
208518	ENSMUSP00000037596.8
208518	ENSMUSP00000157915.2
208522	-
208583	ENSMUSP00000038611.5
208583	ENSMUSP00000116864.2
208595	ENSMUSP00000135408.3
208606	ENSMUSP00000138691.2
208606	ENSMUSP00000050563.8
208606	ENSMUSP00000049942.6
208606	ENSMUSP00000138518.2
208613	ENSMUSP00000049832.4
208618	ENSMUSP00000110274.2
208618	ENSMUSP00000110251.3
208618	ENSMUSP00000066170.4
208618	ENSMUSP00000110261.2
208618	ENSMUSP00000041431.5
208618	ENSMUSP00000110255.2
208618	ENSMUSP00000110253.2
208624	ENSMUSP00000156241.2
208624	ENSMUSP00000045272.9
208624	ENSMUSP00000156158.2
208628	ENSMUSP00000031366.8
208634	ENSMUSP00000041883.9
208638	ENSMUSP00000035106.6
208643	ENSMUSP00000111123.2
208643	ENSMUSP00000111121.2
208643	ENSMUSP00000073506.6
208643	-
208643	ENSMUSP00000047678.8
208643	ENSMUSP00000111117.2
208643	ENSMUSP00000144320.2
208647	ENSMUSP00000040208.6
208650	ENSMUSP00000110115.2
208650	ENSMUSP00000154755.2
208650	ENSMUSP00000153787.2
208650	ENSMUSP00000154583.2
208650	ENSMUSP00000153753.2
208659	ENSMUSP00000020938.8
208665	ENSMUSP00000048830.8
208666	ENSMUSP00000055605.5
208677	ENSMUSP00000112836.2
208691	ENSMUSP00000050289.8
208715	ENSMUSP00000136944.2
208715	ENSMUSP00000153064.3
208718	ENSMUSP00000132673.2
208718	ENSMUSP00000070506.7
208727	ENSMUSP00000095249.4
208748	ENSMUSP00000038947.7
208748	ENSMUSP00000128073.2
208760	ENSMUSP00000060622.5
208768	ENSMUSP00000037890.7
208777	ENSMUSP00000050832.8
208795	ENSMUSP00000124021.2
208795	ENSMUSP00000027800.9
208820	ENSMUSP00000139205.2
208820	ENSMUSP00000138966.2
208836	ENSMUSP00000044931.7
208836	ENSMUSP00000117992.2
208846	ENSMUSP00000152532.2
208846	ENSMUSP00000082406.3
208846	ENSMUSP00000152564.2
208869	ENSMUSP00000047652.5
208884	ENSMUSP00000044734.5
208884	ENSMUSP00000086325.4
208890	ENSMUSP00000041789.8
208898	ENSMUSP00000139027.2
208908	ENSMUSP00000091878.4
208922	ENSMUSP00000116172.2
208922	ENSMUSP00000078690.5
208922	ENSMUSP00000120416.2
208922	ENSMUSP00000121987.2
208922	ENSMUSP00000118723.2
208922	ENSMUSP00000116309.2
208936	ENSMUSP00000090801.5
208943	ENSMUSP00000042229.7
208967	ENSMUSP00000100017.2
208967	ENSMUSP00000100016.2
208967	ENSMUSP00000052452.4
208968	ENSMUSP00000086288.5
208968	ENSMUSP00000072138.6
208968	ENSMUSP00000110590.3
208968	ENSMUSP00000075933.7
208982	ENSMUSP00000008052.7
208990	ENSMUSP00000050092.5
208990	ENSMUSP00000101800.2
208990	ENSMUSP00000101801.3
208994	ENSMUSP00000139354.2
208994	ENSMUSP00000096146.4
209003	ENSMUSP00000033433.3
209005	ENSMUSP00000110578.2
209011	ENSMUSP00000079093.6
209011	-
209012	ENSMUSP00000131342.2
209012	ENSMUSP00000129214.2
209018	ENSMUSP00000112937.2
209018	ENSMUSP00000112636.2
209018	ENSMUSP00000093905.5
209027	ENSMUSP00000026133.9
209027	ENSMUSP00000131199.2
209032	ENSMUSP00000062475.3
209039	ENSMUSP00000041087.10
209039	ENSMUSP00000155830.2
209039	ENSMUSP00000155309.2
209039	ENSMUSP00000129146.2
209047	ENSMUSP00000049236.6
209086	ENSMUSP00000112688.2
209091	ENSMUSP00000111418.2
209091	ENSMUSP00000052272.8
209100	-
209131	ENSMUSP00000030080.7
209176	ENSMUSP00000113979.2
209176	-
209186	ENSMUSP00000103326.2
209186	ENSMUSP00000080256.3
209195	ENSMUSP00000023670.4
209200	ENSMUSP00000080601.8
209212	ENSMUSP00000047473.4
209224	ENSMUSP00000110568.3
209224	ENSMUSP00000128885.2
209224	ENSMUSP00000110564.2
209224	ENSMUSP00000110561.2
209224	ENSMUSP00000110562.2
209224	ENSMUSP00000033437.9
209224	ENSMUSP00000159995.1
209224	ENSMUSP00000159994.1
209225	ENSMUSP00000132361.3
209225	ENSMUSP00000129357.2
209225	ENSMUSP00000050577.9
209232	ENSMUSP00000035824.6
209239	ENSMUSP00000070168.5
209268	ENSMUSP00000033442.8
209268	ENSMUSP00000110541.2
209268	ENSMUSP00000071919.7
209268	ENSMUSP00000110543.2
209294	ENSMUSP00000093795.3
209318	ENSMUSP00000112007.2
209318	ENSMUSP00000097711.4
209318	ENSMUSP00000147152.2
209318	ENSMUSP00000133855.2
209334	ENSMUSP00000132098.2
209334	ENSMUSP00000151310.2
209351	ENSMUSP00000104966.2
209351	ENSMUSP00000096694.3
209354	ENSMUSP00000031334.9
209357	ENSMUSP00000031333.4
209361	ENSMUSP00000026888.5
209378	ENSMUSP00000026886.8
209387	ENSMUSP00000065020.7
209387	ENSMUSP00000033211.8
209416	ENSMUSP00000076178.6
209446	ENSMUSP00000078498.7
209446	ENSMUSP00000111341.2
209446	ENSMUSP00000111343.2
209446	ENSMUSP00000134125.2
209446	ENSMUSP00000111342.3
209446	ENSMUSP00000076864.4
209446	ENSMUSP00000099219.3
209446	-
209448	ENSMUSP00000001699.8
209456	ENSMUSP00000112508.2
209462	ENSMUSP00000039206.7
209478	ENSMUSP00000157901.2
209478	ENSMUSP00000037884.6
209488	ENSMUSP00000071970.7
209497	ENSMUSP00000108510.2
209497	ENSMUSP00000108517.3
209497	ENSMUSP00000098759.3
209497	ENSMUSP00000084591.3
209512	ENSMUSP00000078137.5
209513	ENSMUSP00000090330.2
209517	ENSMUSP00000090328.2
209540	ENSMUSP00000128287.2
209541	-
209550	ENSMUSP00000128854.2
209558	ENSMUSP00000020169.8
209584	ENSMUSP00000131461.2
209584	ENSMUSP00000057828.2
209586	ENSMUSP00000123108.2
209586	ENSMUSP00000064668.4
209588	ENSMUSP00000026162.6
209588	ENSMUSP00000101726.3
209589	-
209590	ENSMUSP00000113342.3
209601	ENSMUSP00000062837.7
209630	ENSMUSP00000075172.8
209630	ENSMUSP00000134803.2
209630	ENSMUSP00000134788.2
209630	ENSMUSP00000089079.5
209645	ENSMUSP00000139220.2
209645	ENSMUSP00000052458.7
209683	ENSMUSP00000137609.2
209692	ENSMUSP00000092769.3
209707	ENSMUSP00000016026.8
209707	ENSMUSP00000140503.3
209707	ENSMUSP00000112416.2
209707	-
209707	ENSMUSP00000084408.4
209707	ENSMUSP00000042677.7
209707	ENSMUSP00000158672.2
209737	ENSMUSP00000035490.6
209743	ENSMUSP00000046111.7
209753	-
209760	ENSMUSP00000046927.5
209773	ENSMUSP00000045367.4
209776	ENSMUSP00000081700.5
209786	-
209815	ENSMUSP00000131652.2
209815	ENSMUSP00000159357.2
209815	ENSMUSP00000138768.2
209824	ENSMUSP00000083176.3
209837	ENSMUSP00000033512.5
209966	ENSMUSP00000120984.2
209966	ENSMUSP00000133560.2
210004	ENSMUSP00000068590.8
210009	ENSMUSP00000152387.2
210009	ENSMUSP00000039810.5
210009	-
210027	ENSMUSP00000158727.2
210027	ENSMUSP00000104390.3
210029	ENSMUSP00000038126.8
210035	ENSMUSP00000045988.5
210035	ENSMUSP00000113337.2
210044	ENSMUSP00000022013.8
210045	ENSMUSP00000113095.2
210045	ENSMUSP00000043881.5
210094	ENSMUSP00000103608.2
210104	ENSMUSP00000103606.2
210105	ENSMUSP00000050968.8
210106	ENSMUSP00000142516.2
210108	ENSMUSP00000006893.9
210108	-
210126	ENSMUSP00000078005.3
210126	ENSMUSP00000110969.3
210126	ENSMUSP00000036304.7
210135	ENSMUSP00000064611.4
210145	ENSMUSP00000104072.3
210145	ENSMUSP00000145975.2
210146	ENSMUSP00000036699.8
210148	ENSMUSP00000136503.2
210148	ENSMUSP00000024870.7
210155	ENSMUSP00000145595.2
210155	ENSMUSP00000080361.5
210162	ENSMUSP00000041821.8
210172	ENSMUSP00000053567.5
210198	ENSMUSP00000020062.4
210274	ENSMUSP00000146440.2
210274	ENSMUSP00000101520.3
210274	ENSMUSP00000101522.2
210274	ENSMUSP00000159313.2
210293	ENSMUSP00000140085.2
210293	ENSMUSP00000140719.2
210293	ENSMUSP00000077099.6
210293	ENSMUSP00000139567.2
210297	ENSMUSP00000108438.3
210321	ENSMUSP00000120616.2
210321	ENSMUSP00000147131.2
210321	ENSMUSP00000073114.6
210356	ENSMUSP00000108202.2
210356	ENSMUSP00000125624.2
210356	ENSMUSP00000092192.4
210356	ENSMUSP00000062229.9
210376	ENSMUSP00000059894.6
210417	ENSMUSP00000073220.7
210463	ENSMUSP00000022995.7
210463	ENSMUSP00000105825.2
210465	-
210503	ENSMUSP00000052667.5
210503	ENSMUSP00000125295.2
210510	ENSMUSP00000035338.7
210510	ENSMUSP00000156656.2
210510	ENSMUSP00000131277.3
210529	ENSMUSP00000029759.10
210530	ENSMUSP00000038056.6
210535	ENSMUSP00000104851.2
210544	ENSMUSP00000022992.7
210544	-
210554	ENSMUSP00000100007.2
210573	ENSMUSP00000136337.2
210582	ENSMUSP00000036213.6
210582	ENSMUSP00000151645.2
210582	ENSMUSP00000151609.2
210583	ENSMUSP00000139439.2
210622	ENSMUSP00000028612.8
210673	ENSMUSP00000145443.2
210673	ENSMUSP00000145031.2
210673	ENSMUSP00000098620.2
210710	ENSMUSP00000041951.5
210711	ENSMUSP00000062843.8
210719	ENSMUSP00000078718.4
210741	ENSMUSP00000053595.8
210757	ENSMUSP00000101155.3
210757	ENSMUSP00000060129.5
210757	-
210762	ENSMUSP00000069849.8
210766	ENSMUSP00000033544.8
210766	ENSMUSP00000109708.2
210789	ENSMUSP00000125509.2
210789	ENSMUSP00000124511.2
210789	ENSMUSP00000124909.2
210789	ENSMUSP00000097913.4
